City,Temp,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
dondo,74.25,0.0,MZ,1572144054.0,70.0,-19.62,34.74,74.25,3.31
kattivakkam,82.71,40.0,IN,1572144054.0,88.0,13.22,80.32,82.99,2.89
mahebourg,71.06,40.0,MU,1572144054.0,94.0,-20.41,57.7,72.0,4.7
beloha,73.99,67.0,MG,1572144055.0,70.0,-25.17,45.06,73.99,10.31
wulanhaote,,,,,,,,,
shingu,69.8,75.0,JP,1572144055.0,68.0,33.72,135.99,69.8,6.93
nuevitas,75.2,75.0,CU,1572144055.0,100.0,21.55,-77.27,75.2,2.24
westpunt,,,,,,,,,
derzhavinsk,44.56,0.0,KZ,1572144055.0,80.0,51.1,66.31,44.56,16.46
amberieu-en-bugey,51.33,66.0,FR,1572144055.0,82.0,45.96,5.34,57.99,8.05
sistranda,41.07,75.0,NO,1572144055.0,93.0,63.73,8.83,44.01,4.7
grindavik,24.6,27.0,IS,1572144056.0,68.0,63.84,-22.43,28.4,6.93
willowmore,49.33,6.0,ZA,1572144056.0,95.0,-33.3,23.49,49.33,3.02
mancio lima,,,,,,,,,
mehamn,22.82,98.0,NO,1572144056.0,80.0,71.03,27.85,22.82,6.4
pingliang,49.91,0.0,CN,1572144056.0,22.0,35.54,106.68,49.91,3.67
souillac,54.28,100.0,FR,1572144056.0,87.0,45.6,-0.6,57.2,2.24
havoysund,26.6,99.0,NO,1572144056.0,73.0,71.0,24.66,26.6,10.29
christchurch,72.09,100.0,NZ,1572144056.0,35.0,-43.53,172.64,75.99,19.46
dzhebariki-khaya,16.88,0.0,RU,1572144057.0,83.0,62.22,135.8,16.88,3.24
key largo,80.71,1.0,US,1572144008.0,94.0,25.09,-80.45,82.99,10.04
san vicente de canete,59.79,69.0,PE,1572144057.0,91.0,-13.08,-76.38,59.79,3.96
dalnerechensk,44.74,0.0,RU,1572144057.0,46.0,45.93,133.72,44.74,8.77
burica,,,,,,,,,
bodden town,79.38,75.0,KY,1572144058.0,83.0,19.28,-81.25,80.6,10.29
hithadhoo,81.79,78.0,MV,1572144058.0,77.0,-0.6,73.08,81.79,14.7
biak,81.34,13.0,ID,1572144058.0,78.0,-0.91,122.88,81.34,12.57
khambhaliya,78.8,75.0,IN,1572144058.0,69.0,22.21,69.65,78.8,10.29
ihosy,63.77,0.0,MG,1572144058.0,88.0,-22.4,46.13,63.77,9.98
antalaha,75.33,15.0,MG,1572144058.0,86.0,-14.9,50.28,75.33,5.19
karkaralinsk,,,,,,,,,
maniitsoq,35.89,97.0,GL,1572144059.0,67.0,65.42,-52.9,35.89,9.75
katsuura,70.57,40.0,JP,1572144059.0,56.0,33.93,134.5,72.0,10.29
mayo,21.2,75.0,CA,1572144059.0,92.0,63.59,-135.9,21.2,0.85
cagayan de tawi-tawi,,,,,,,,,
castro,46.4,75.0,CL,1572144059.0,87.0,-42.48,-73.76,46.4,12.75
sandnessjoen,39.07,97.0,NO,1572144059.0,93.0,66.02,12.63,39.2,3.36
yulara,82.4,66.0,AU,1572144060.0,16.0,-25.24,130.99,82.4,16.11
ponta do sol,64.72,0.0,BR,1572144060.0,86.0,-20.63,-46.0,64.72,2.89
saldanha,54.59,100.0,PT,1572144060.0,64.0,41.42,-6.55,54.59,1.83
vikhorevka,17.6,40.0,RU,1572144060.0,92.0,56.12,101.17,17.6,4.47
usinsk,7.57,87.0,RU,1572144061.0,90.0,66.0,57.56,7.57,10.83
artyom,46.4,0.0,RU,1572144061.0,42.0,43.36,132.19,46.4,5.64
flinders,71.71,0.0,AU,1572144061.0,12.0,-34.58,150.85,78.01,13.87
berdigestyakh,20.34,100.0,RU,1572144061.0,82.0,62.1,126.7,20.34,7.29
coronado,77.67,20.0,PA,1572144061.0,94.0,8.53,-79.9,81.0,2.75
deputatskiy,7.38,100.0,RU,1572144062.0,91.0,69.3,139.9,7.38,2.68
hambantota,75.2,75.0,LK,1572144062.0,100.0,6.12,81.12,75.2,2.24
umm kaddadah,76.37,91.0,SD,1572144062.0,19.0,13.6,26.69,76.37,13.89
karratha,86.23,0.0,AU,1572144062.0,46.0,-20.74,116.85,86.23,9.66
kununurra,93.2,0.0,AU,1572144062.0,32.0,-15.77,128.74,93.2,12.75
dobryanka,46.4,75.0,RU,1572144062.0,87.0,58.45,56.42,46.4,20.13
den helder,49.87,90.0,NL,1572144122.0,66.0,52.96,4.76,52.0,16.11
altamira,74.93,58.0,BR,1572144123.0,92.0,-3.2,-52.21,74.93,2.28
murud,,,,,,,,,
juan lacaze,66.99,100.0,UY,1572144123.0,69.0,-34.43,-57.44,66.99,5.93
vardo,57.4,90.0,US,1572144123.0,76.0,39.62,-77.74,60.01,3.36
tazovskiy,11.53,100.0,RU,1572144124.0,93.0,67.47,78.7,11.53,18.59
tsihombe,,,,,,,,,
taoudenni,72.25,0.0,ML,1572144124.0,22.0,22.68,-3.98,72.25,9.08
griffith,66.2,0.0,AU,1572144124.0,25.0,-34.29,146.06,66.2,13.87
dekar,73.78,12.0,BW,1572144124.0,30.0,-21.53,21.93,73.78,6.78
brae,40.64,68.0,GB,1572144124.0,100.0,60.4,-1.35,44.6,1.12
skjervoy,28.31,69.0,NO,1572144124.0,66.0,70.03,20.97,28.31,14.16
teya,77.97,40.0,MX,1572144125.0,83.0,21.05,-89.07,79.0,8.05
cherskiy,12.15,100.0,RU,1572144125.0,82.0,68.75,161.3,12.15,9.35
carutapera,81.77,80.0,BR,1572144125.0,79.0,-1.2,-46.02,81.77,14.56
fort nelson,30.2,75.0,CA,1572144125.0,80.0,58.81,-122.69,30.2,4.7
champerico,71.6,75.0,MX,1572144125.0,73.0,16.38,-93.6,71.6,16.11
berezovyy,40.75,0.0,RU,1572144125.0,50.0,51.67,135.7,40.75,3.47
rundu,80.6,89.0,NA,1572144126.0,48.0,-17.91,19.77,80.6,4.7
izberbash,51.3,0.0,RU,1572144126.0,93.0,42.57,47.86,51.8,8.95
amboise,53.62,94.0,FR,1572144126.0,93.0,47.41,0.98,57.0,4.7
bengkulu,,,,,,,,,
umzimvubu,,,,,,,,,
college,33.01,40.0,US,1572144126.0,80.0,64.86,-147.8,36.0,5.82
fontanka,46.4,90.0,UA,1572144126.0,100.0,46.56,30.86,46.4,4.47
buraydah,68.0,40.0,SA,1572144124.0,100.0,26.33,43.97,68.0,5.82
hudson bay,21.78,100.0,CA,1572144127.0,83.0,52.86,-102.4,21.78,12.93
coquimbo,55.4,75.0,CL,1572144127.0,82.0,-29.95,-71.34,55.4,2.24
shahi,72.66,0.0,IN,1572144127.0,62.0,28.55,79.32,72.66,0.96
bogatyye saby,45.73,100.0,RU,1572144127.0,86.0,56.01,50.45,45.73,14.74
tuatapere,57.0,73.0,NZ,1572144127.0,90.0,-46.13,167.69,57.0,1.99
jalu,64.04,0.0,LY,1572144128.0,57.0,29.03,21.55,64.04,3.44
bisira,66.06,74.0,PA,1572144128.0,95.0,8.52,-81.71,66.06,5.37
wahran,,,,,,,,,
hovd,36.0,100.0,NO,1572144128.0,86.0,63.83,10.7,45.0,8.05
youghal,37.54,20.0,IE,1572144128.0,86.0,51.95,-7.85,39.99,5.82
tocopilla,57.97,0.0,CL,1572144128.0,30.0,-22.09,-70.2,57.97,6.46
belfast,39.18,0.0,GB,1572144122.0,93.0,54.6,-5.93,41.0,10.29
kamenka,45.0,1.0,MD,1572144129.0,95.0,48.03,28.7,45.0,1.99
henties bay,57.0,97.0,NA,1572144129.0,96.0,-22.12,14.28,57.0,3.0
marcona,,,,,,,,,
nantucket,42.67,1.0,US,1572144129.0,81.0,41.28,-70.1,44.6,6.93
cidreira,69.26,67.0,BR,1572144129.0,92.0,-30.17,-50.22,69.26,24.92
tawzar,,,,,,,,,
longyearbyen,23.0,20.0,NO,1572144130.0,67.0,78.22,15.63,23.0,20.8
bandarbeyla,79.45,85.0,SO,1572144130.0,59.0,9.49,50.81,79.45,1.32
betioky,,,,,,,,,
hamakita,66.2,75.0,JP,1572144130.0,72.0,34.8,137.78,66.2,8.05
sayyan,51.75,80.0,YE,1572144131.0,44.0,15.17,44.32,51.75,1.19
sao filipe,76.87,18.0,CV,1572144131.0,88.0,14.9,-24.5,76.87,11.88
tabou,74.52,98.0,CI,1572144131.0,96.0,4.42,-7.36,74.52,3.04
yermakovskoye,26.02,100.0,RU,1572144131.0,85.0,53.28,92.4,26.02,7.14
sao joao da barra,75.09,100.0,BR,1572144131.0,92.0,-21.64,-41.05,75.09,11.39
panaba,76.89,98.0,MX,1572144132.0,90.0,21.28,-88.27,76.89,4.34
mtimbira,66.4,1.0,TZ,1572144132.0,96.0,-8.78,36.35,66.4,2.15
talaya,32.0,75.0,RU,1572144132.0,99.0,55.79,84.89,32.0,15.66
erenhot,46.22,0.0,CN,1572144132.0,31.0,43.65,111.97,46.22,27.85
samarai,82.4,10.0,PG,1572144132.0,72.0,-10.62,150.67,82.4,9.15
amberley,72.16,100.0,NZ,1572144132.0,35.0,-43.15,172.73,75.0,19.46
villa carlos paz,72.61,0.0,AR,1572144132.0,64.0,-31.42,-64.5,75.99,3.36
port hawkesbury,41.02,20.0,CA,1572144193.0,83.0,45.62,-61.36,43.0,9.17
north bend,49.26,1.0,US,1572144193.0,81.0,43.41,-124.22,51.01,6.93
calamar,71.85,100.0,CO,1572144193.0,97.0,1.96,-72.65,71.85,1.72
ketchikan,41.0,20.0,US,1572144193.0,86.0,55.34,-131.65,41.0,13.87
samalaeulu,,,,,,,,,
kaputa,67.19,94.0,ZM,1572144193.0,76.0,-8.47,29.66,67.19,1.81
maroua,76.17,100.0,CM,1572144193.0,73.0,10.6,14.33,76.17,7.0
coxim,81.09,93.0,BR,1572144193.0,57.0,-18.5,-54.75,81.09,7.96
isangel,80.6,75.0,VU,1572144194.0,61.0,-19.55,169.27,80.6,17.22
sioux lookout,46.4,90.0,CA,1572144013.0,70.0,50.1,-91.92,46.4,4.7
huancavelica,37.33,62.0,PE,1572144194.0,93.0,-12.79,-74.97,37.33,3.42
lorengau,82.45,4.0,PG,1572144194.0,73.0,-2.02,147.27,82.45,2.93
belyy yar,28.4,100.0,RU,1572144194.0,74.0,53.6,91.39,28.4,6.71
lokoja,72.54,80.0,NG,1572144195.0,97.0,7.8,6.74,72.54,2.68
saint augustine,78.55,20.0,TT,1572144195.0,78.0,10.65,-61.4,80.6,10.51
makarska,55.08,0.0,HR,1572144195.0,76.0,43.3,17.02,64.0,1.12
bonavista,39.0,96.0,CA,1572144195.0,88.0,48.65,-53.11,39.0,5.01
ovalle,49.75,100.0,CL,1572144195.0,50.0,-30.6,-71.2,49.75,0.31
matagami,67.3,100.0,NG,1572144195.0,94.0,9.67,8.4,67.3,1.9
kashi,,,,,,,,,
clyde river,28.4,90.0,CA,1572144196.0,100.0,70.47,-68.59,28.4,12.75
coruripe,76.82,73.0,BR,1572144064.0,83.0,-10.12,-36.18,76.82,14.65
altar,56.26,0.0,MX,1572144196.0,60.0,30.72,-111.84,61.0,4.9
camacha,73.18,20.0,PT,1572144196.0,88.0,33.08,-16.33,77.0,3.36
hoi an,84.2,40.0,VN,1572144196.0,74.0,15.88,108.33,84.2,8.05
tobermory,48.0,100.0,CA,1572144197.0,74.0,45.25,-81.67,48.0,1.99
shache,60.01,0.0,CN,1572144197.0,85.0,38.42,77.24,60.01,3.33
najran,64.4,6.0,SA,1572144197.0,74.0,17.54,44.22,64.4,3.74
new london,50.9,75.0,US,1572144197.0,71.0,41.36,-72.1,57.2,11.41
huarmey,59.22,42.0,PE,1572144197.0,87.0,-10.07,-78.15,59.22,1.32
clones,35.17,0.0,GB,1572144197.0,94.0,54.18,-7.23,35.17,7.49
muncar,79.14,0.0,ID,1572144197.0,77.0,-8.43,114.34,79.14,9.44
krutinka,45.25,100.0,RU,1572144197.0,86.0,56.01,71.51,45.25,22.44
plettenberg bay,56.59,0.0,ZA,1572144197.0,89.0,-34.05,23.37,56.59,5.26
laguna,78.8,75.0,BZ,1572144198.0,94.0,16.17,-88.94,78.8,4.97
sentyabrskiy,,,,,,,,,
port lincoln,61.68,95.0,AU,1572144198.0,57.0,-34.72,135.86,61.68,7.7
sergeyevka,44.94,59.0,KZ,1572144198.0,88.0,53.88,67.42,44.94,20.24
urazovo,45.3,51.0,RU,1572144198.0,91.0,50.09,38.04,45.3,7.61
lincoln,39.63,70.0,GB,1572143935.0,86.0,53.23,-0.54,42.01,14.99
karaj,51.21,20.0,IR,1572144199.0,81.0,35.81,51.01,53.6,1.32
magnitka,45.5,100.0,RU,1572144199.0,83.0,55.34,59.7,45.5,16.24
tinogboc,83.07,54.0,PH,1572144199.0,80.0,12.01,121.41,83.07,27.04
naziya,39.99,15.0,RU,1572144199.0,99.0,59.84,31.59,39.99,15.08
bairiki,,,,,,,,,
mbacke,,,,,,,,,
noshiro,57.99,75.0,JP,1572144200.0,67.0,40.21,140.05,59.0,10.29
mizan teferi,61.39,0.0,ET,1572144200.0,90.0,6.99,35.58,61.39,3.85
jining,61.0,35.0,CN,1572143901.0,21.0,35.41,116.58,61.0,9.04
kenai,41.54,90.0,US,1572144200.0,87.0,60.55,-151.26,42.8,10.29
nizhneyansk,,,,,,,,,
palmas,78.8,20.0,BR,1572144201.0,78.0,-10.18,-48.33,78.8,3.53
lindon,44.87,75.0,US,1572144201.0,48.0,40.34,-111.72,48.2,17.22
kismayo,,,,,,,,,
yatsushiro,64.4,75.0,JP,1572144201.0,68.0,32.52,130.76,64.4,2.24
mullaitivu,,,,,,,,,
roebourne,102.87,0.0,AU,1572144202.0,7.0,-20.77,117.15,102.87,11.45
goianapolis,69.75,95.0,BR,1572144202.0,69.0,-16.51,-49.02,73.4,4.7
torbat-e jam,48.15,0.0,IR,1572144202.0,51.0,35.24,60.63,48.15,5.77
nieuw amsterdam,78.4,0.0,SR,1572144202.0,88.0,5.88,-55.08,79.0,2.24
methoni,58.57,0.0,GR,1572144263.0,71.0,36.82,21.7,64.99,3.36
sanmenxia,61.81,55.0,CN,1572144263.0,30.0,34.77,111.19,61.81,4.99
vila franca do campo,66.2,40.0,PT,1572144263.0,88.0,37.72,-25.43,66.2,17.22
mayumba,77.5,100.0,GA,1572144264.0,86.0,-3.44,10.65,77.5,6.08
tomatlan,70.92,43.0,MX,1572144264.0,98.0,19.93,-105.25,70.92,0.89
basoko,67.33,80.0,CD,1572144264.0,99.0,1.23,23.61,67.33,2.17
zholymbet,43.95,0.0,KZ,1572144264.0,89.0,51.74,71.71,43.95,18.37
cockburn town,82.4,40.0,TC,1572144264.0,74.0,21.46,-71.14,82.4,9.17
moranbah,92.3,0.0,AU,1572144264.0,19.0,-22.0,148.04,92.3,9.13
labuan,84.09,75.0,BN,1572144265.0,74.0,5.28,115.24,84.2,5.82
ishoj,55.15,100.0,DK,1572144265.0,93.0,55.62,12.35,57.2,18.34
springfield,45.95,75.0,US,1572144265.0,81.0,42.1,-72.59,51.01,3.18
creel,46.8,0.0,MX,1572144266.0,85.0,27.75,-107.63,46.8,2.95
acapulco,80.6,75.0,MX,1572144266.0,88.0,16.86,-99.88,80.6,3.38
pasni,82.04,0.0,PK,1572144266.0,28.0,25.26,63.48,82.04,4.14
tautira,84.09,20.0,PF,1572144266.0,62.0,-17.73,-149.15,84.2,11.41
chara,46.4,0.0,GR,1572144266.0,81.0,39.42,22.43,46.4,1.54
oriximina,81.16,49.0,BR,1572144266.0,75.0,-1.77,-55.87,81.16,3.11
praya,86.0,40.0,ID,1572144266.0,58.0,-8.71,116.27,86.0,10.29
nome,53.83,1.0,US,1572144266.0,93.0,30.04,-94.42,55.99,4.32
houma,58.32,0.0,CN,1572144267.0,38.0,35.63,111.36,58.32,4.9
berkakit,19.72,100.0,RU,1572144267.0,88.0,56.58,124.77,19.72,6.4
zhigansk,13.64,41.0,RU,1572144267.0,73.0,66.77,123.37,13.64,4.0
tricase,53.82,90.0,IT,1572144267.0,100.0,39.93,18.36,55.99,2.24
sao sebastiao,79.07,1.0,BR,1572144267.0,68.0,-3.15,-58.36,79.07,2.39
pa sang,83.88,20.0,TH,1572144268.0,74.0,18.53,98.94,84.99,2.13
tutoia,77.31,22.0,BR,1572144268.0,80.0,-2.76,-42.27,77.31,7.36
lubango,62.28,100.0,AO,1572144237.0,42.0,-14.92,13.49,62.28,4.52
salina,47.97,1.0,US,1572144268.0,48.0,38.84,-97.61,48.99,8.05
praia da vitoria,64.4,75.0,PT,1572144268.0,93.0,38.73,-27.07,64.4,18.43
saint albans,36.37,1.0,US,1572144268.0,86.0,44.81,-73.08,43.0,5.82
nguruka,66.04,33.0,TZ,1572144269.0,71.0,-5.11,31.04,66.04,2.08
adrar,59.0,0.0,DZ,1572144269.0,28.0,27.87,-0.29,59.0,5.82
kagoro,67.3,100.0,NG,1572144269.0,94.0,9.6,8.38,67.3,1.9
dingle,82.6,78.0,PH,1572144269.0,80.0,11.0,122.67,82.6,13.56
rudbar,,,,,,,,,
gisborne,80.01,0.0,NZ,1572144269.0,29.0,-38.66,178.02,80.01,4.0
raudeberg,42.49,100.0,NO,1572144270.0,65.0,61.99,5.14,44.6,10.29
richards bay,71.51,4.0,ZA,1572144270.0,91.0,-28.77,32.06,71.51,3.94
abuyog,86.47,97.0,PH,1572144270.0,56.0,10.75,125.01,86.47,4.74
chantada,56.93,20.0,ES,1572144270.0,82.0,42.61,-7.77,61.0,2.24
westport,53.8,1.0,US,1572144270.0,58.0,41.14,-73.36,60.01,9.17
burkhala,,,,,,,,,
tinskoy,23.58,100.0,RU,1572144271.0,79.0,56.15,96.92,23.58,10.42
kalmunai,79.86,100.0,LK,1572144271.0,78.0,7.42,81.82,79.86,17.76
chhabra,71.22,100.0,IN,1572144271.0,80.0,24.67,76.85,71.22,5.88
tacana,66.99,0.0,AR,1572144271.0,62.0,-28.63,-65.59,66.99,1.01
jibuti,,,,,,,,,
soyo,76.62,95.0,AO,1572144271.0,90.0,-6.13,12.37,76.62,5.17
isla vista,62.08,1.0,US,1572144220.0,67.0,34.41,-119.86,68.0,5.82
kendari,93.87,85.0,ID,1572144272.0,38.0,-3.99,122.52,93.87,3.78
mariental,65.12,75.0,BR,1572144272.0,88.0,-25.72,-49.65,66.0,9.17
porto novo,66.2,20.0,BR,1572144272.0,88.0,-23.68,-45.44,66.2,2.82
hammerfest,26.6,83.0,NO,1572144273.0,73.0,70.66,23.68,26.6,10.29
aranos,68.74,3.0,NA,1572144273.0,26.0,-24.14,19.11,68.74,5.1
lakselv,11.55,71.0,NO,1572144273.0,92.0,70.05,24.96,12.2,5.82
bandundu,70.14,100.0,CD,1572144273.0,91.0,-3.32,17.38,70.14,2.17
vostok,34.97,0.0,RU,1572144274.0,61.0,46.45,135.83,34.97,7.07
lowestoft,41.56,100.0,GB,1572144274.0,86.0,52.48,1.75,43.0,10.29
vaitape,80.37,36.0,PF,1572144274.0,66.0,-16.52,-151.75,80.37,8.03
geraldton,44.6,20.0,CA,1572144334.0,77.0,49.72,-86.95,44.6,12.75
bouar,64.65,100.0,CF,1572144334.0,95.0,5.94,15.59,64.65,3.13
tubruq,,,,,,,,,
namikupa,69.8,80.0,MZ,1572144334.0,96.0,-10.84,39.63,69.8,2.15
port hedland,102.2,0.0,AU,1572144335.0,12.0,-20.31,118.58,102.2,12.75
shelbyville,47.66,90.0,US,1572144335.0,87.0,39.41,-88.79,48.99,13.87
haines junction,24.28,76.0,CA,1572144335.0,98.0,60.75,-137.51,24.28,6.46
beira,61.66,100.0,ES,1572144335.0,63.0,43.2,-8.36,66.99,4.7
januaria,,,,,,,,,
leh,26.44,93.0,IN,1572144335.0,35.0,34.16,77.58,26.44,2.42
xichang,40.84,100.0,CN,1572144335.0,96.0,27.88,102.25,40.84,4.36
mosquera,59.0,40.0,CO,1572144336.0,67.0,4.71,-74.23,59.0,5.82
nalut,62.55,0.0,LY,1572144336.0,76.0,31.86,10.98,62.55,3.04
tiarei,84.09,20.0,PF,1572144336.0,62.0,-17.53,-149.33,84.2,11.41
mwingi,64.49,11.0,KE,1572144336.0,94.0,-0.93,38.07,64.49,3.87
pundaguitan,82.2,81.0,PH,1572144336.0,73.0,6.37,126.17,82.2,3.33
imbituba,71.6,75.0,BR,1572144336.0,88.0,-28.24,-48.67,71.6,6.93
mainit,81.66,89.0,PH,1572144336.0,78.0,9.54,125.52,81.66,4.5
sao gabriel da cachoeira,73.0,8.0,BR,1572144336.0,95.0,-0.13,-67.09,73.0,1.39
sur,77.68,11.0,OM,1572144337.0,46.0,22.57,59.53,77.68,3.87
narva-joesuu,46.27,100.0,EE,1572144337.0,75.0,59.46,28.04,46.27,13.27
dossor,47.89,0.0,KZ,1572144337.0,53.0,47.52,52.98,47.89,4.92
northam,87.8,0.0,AU,1572144337.0,19.0,-31.65,116.67,87.8,11.41
edson,28.4,90.0,CA,1572144337.0,68.0,53.59,-116.44,28.4,17.22
lenki,,,,,,,,,
atambua,87.82,4.0,ID,1572144338.0,53.0,-9.11,124.89,87.82,6.04
jilmah,,,,,,,,,
bubaque,82.26,0.0,GW,1572144338.0,80.0,11.28,-15.83,82.26,14.79
moose factory,46.4,1.0,CA,1572144338.0,80.0,51.26,-80.61,46.4,11.41
dwarka,72.52,0.0,IN,1572144338.0,82.0,28.58,77.04,82.99,3.36
votkinsk,46.99,100.0,RU,1572144338.0,89.0,57.05,53.99,46.99,1.99
taburao,,,,,,,,,
nyagan,37.26,100.0,RU,1572144338.0,96.0,62.14,65.43,37.26,9.57
ranau,87.8,75.0,MY,1572144339.0,70.0,5.95,116.67,87.8,3.36
santona,56.89,62.0,ES,1572144339.0,87.0,43.44,-3.46,62.6,4.05
caravelas,71.15,97.0,BR,1572144339.0,92.0,-17.73,-39.27,71.15,6.02
aswan,66.94,1.0,EG,1572144339.0,66.0,24.09,32.9,66.94,6.76
mackay,27.5,75.0,CA,1572144339.0,73.0,53.65,-115.58,28.4,16.11
baykit,15.78,3.0,RU,1572144339.0,84.0,61.68,96.39,15.78,2.8
falealupo,,,,,,,,,
breyten,59.81,0.0,ZA,1572144340.0,74.0,-26.3,29.99,59.81,6.35
grand forks,38.53,20.0,US,1572144340.0,100.0,47.91,-97.06,41.0,8.05
laurel,58.84,75.0,US,1572144240.0,87.0,39.1,-76.85,61.0,9.17
longlac,,,,,,,,,
dicabisagan,81.0,97.0,PH,1572144341.0,79.0,17.08,122.42,81.0,12.71
skelleftea,31.46,100.0,SE,1572144341.0,97.0,64.75,20.95,32.0,8.05
sakaiminato,68.0,75.0,JP,1572144341.0,49.0,35.55,133.23,68.0,6.93
port shepstone,67.96,93.0,ZA,1572144341.0,90.0,-30.74,30.45,67.96,1.1
simpang empat,82.18,75.0,MY,1572144342.0,88.0,6.02,100.38,82.4,2.24
vila velha,80.29,75.0,BR,1572144342.0,74.0,-3.71,-38.6,80.6,11.41
blois,53.49,54.0,FR,1572144342.0,100.0,47.59,1.33,55.4,2.24
namatanai,84.96,94.0,PG,1572144342.0,67.0,-3.66,152.44,84.96,4.18
aguimes,73.47,100.0,ES,1572144342.0,88.0,27.91,-15.45,73.99,3.36
jamame,80.82,0.0,SO,1572144343.0,83.0,0.07,42.75,80.82,8.63
wajima,57.2,75.0,JP,1572144343.0,82.0,37.4,136.9,57.2,3.36
serebryanyy bor,21.52,100.0,RU,1572144343.0,88.0,56.8,124.8,21.52,3.91
puerto carreno,78.08,0.0,CO,1572144343.0,85.0,6.19,-67.49,78.08,1.83
axim,75.85,89.0,GH,1572144343.0,92.0,4.87,-2.24,75.85,4.41
uromi,71.82,95.0,NG,1572144344.0,97.0,6.71,6.33,71.82,3.11
verkhnetulomskiy,5.0,40.0,RU,1572144344.0,84.0,68.61,31.8,5.0,1.79
douentza,81.77,0.0,ML,1572144404.0,10.0,15.01,-2.95,81.77,8.43
partizanske,42.89,0.0,SK,1572144404.0,100.0,48.63,18.38,51.01,1.12
divo,70.41,53.0,CI,1572144404.0,99.0,5.83,-5.36,70.41,3.33
aksay,48.2,62.0,KZ,1572144404.0,53.0,51.17,53.01,48.2,14.54
tulun,25.92,100.0,RU,1572144405.0,61.0,54.56,100.58,25.92,14.41
waingapu,80.58,100.0,ID,1572144405.0,77.0,-9.65,120.26,80.58,6.26
nador,57.11,0.0,MA,1572144213.0,87.0,35.17,-2.93,60.8,2.24
svetlogorsk,48.2,75.0,RU,1572144405.0,61.0,53.14,59.15,48.2,20.13
zhengjiatun,50.5,0.0,CN,1572144405.0,31.0,43.51,123.51,50.5,7.11
siderno,62.24,5.0,IT,1572144405.0,77.0,38.28,16.3,64.99,4.23
portree,44.55,26.0,GB,1572144148.0,84.0,57.41,-6.19,45.0,11.01
wagar,62.01,0.0,US,1572144406.0,89.0,31.44,-87.99,62.01,4.34
tateyama,60.42,75.0,JP,1572144406.0,87.0,36.66,137.31,61.0,3.36
kodinsk,22.44,89.0,RU,1572144406.0,78.0,58.6,99.18,22.44,5.95
victor harbor,61.39,100.0,AU,1572144406.0,59.0,-35.55,138.62,63.0,12.75
taksimo,21.18,100.0,RU,1572144407.0,63.0,56.36,114.84,21.18,1.9
mazamari,62.96,98.0,PE,1572144407.0,89.0,-11.33,-74.53,62.96,3.85
ilinskiy,53.56,75.0,RU,1572144407.0,76.0,55.62,38.12,54.0,15.66
findlay,58.19,90.0,US,1572144407.0,87.0,41.04,-83.65,60.8,18.34
sumkino,46.96,100.0,RU,1572144407.0,88.0,58.11,68.32,46.96,12.3
whitehorse,25.14,40.0,CA,1572144408.0,79.0,60.72,-135.06,26.6,4.7
paradwip,,,,,,,,,
antofagasta,59.0,90.0,CL,1572144408.0,82.0,-23.65,-70.4,59.0,9.17
santa eulalia del rio,,,,,,,,,
